idx,wav_path_clean,label,style,scenario_type,speaker
956,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/956.wav,Distress,third_party,engine_failure,p275
957,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/957.wav,Routine,formal,nav_hazard,p253
958,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/958.wav,Distress,formal,engine_failure,p333
959,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/959.wav,Urgency,formal,grounding,p347
960,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/960.wav,Routine,third_party,medical_issue,p266
961,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/961.wav,Routine,formal,fire_smoke,p345
962,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/962.wav,Safety,formal,nav_hazard,p292
963,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/963.wav,Urgency,informal,person_overboard,p252
964,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/964.wav,Safety,formal,tow_request,p288
965,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/965.wav,Safety,third_party,cargo_shift,p241
966,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/966.wav,Routine,formal,medical_issue,p302
967,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/967.wav,Routine,third_party,radio_check,p258
968,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/968.wav,Distress,formal,grounding,p314
969,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/969.wav,Routine,formal,cargo_shift,p306
970,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/970.wav,Distress,third_party,nav_hazard,p333
971,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/971.wav,Safety,formal,water_ingress,p254
972,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/972.wav,Distress,formal,tow_request,p237
973,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/973.wav,Distress,third_party,cargo_shift,p271
974,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/974.wav,Safety,formal,collision,p260
975,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/975.wav,Safety,third_party,radio_check,p229
976,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/976.wav,Urgency,informal,radio_check,p312
977,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/977.wav,Safety,informal,medical_issue,p298
978,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/978.wav,Routine,formal,engine_failure,p272
979,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/979.wav,Routine,informal,cargo_shift,p250
980,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/980.wav,Routine,formal,engine_failure,p294
981,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/981.wav,Safety,formal,collision,p233
982,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/982.wav,Distress,third_party,medical_issue,p281
983,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/983.wav,Routine,third_party,tow_request,p255
984,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/984.wav,Distress,third_party,nav_hazard,p376
985,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/985.wav,Routine,third_party,engine_failure,p228
986,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/986.wav,Safety,formal,steering_failure,p258
987,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/987.wav,Distress,formal,water_ingress,p293
988,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/988.wav,Routine,third_party,steering_failure,p243
989,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/989.wav,Urgency,third_party,cargo_shift,p339
990,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/990.wav,Distress,informal,radio_check,p274
991,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/991.wav,Urgency,formal,nav_hazard,p234
992,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/992.wav,Routine,informal,collision,p316
993,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/993.wav,Urgency,informal,engine_failure,p251
994,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/994.wav,Safety,formal,fire_smoke,p288
995,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/995.wav,Safety,formal,medical_issue,p326
996,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/996.wav,Distress,formal,fire_smoke,p317
997,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/997.wav,Routine,formal,fire_smoke,p284
998,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/998.wav,Routine,informal,fire_smoke,p252
999,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/999.wav,Routine,informal,fire_smoke,p274
1000,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1000.wav,Routine,third_party,engine_failure,p306
1001,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1001.wav,Distress,formal,medical_issue,p258
1002,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1002.wav,Urgency,third_party,person_overboard,p341
1003,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1003.wav,Routine,third_party,cargo_shift,p362
1004,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1004.wav,Urgency,informal,nav_hazard,p343
1005,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1005.wav,Safety,informal,nav_hazard,"ED
"
1006,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1006.wav,Distress,informal,steering_failure,p246
1007,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1007.wav,Distress,third_party,person_overboard,p280
1008,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1008.wav,Distress,third_party,nav_hazard,p229
1009,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1009.wav,Distress,formal,fire_smoke,p333
1010,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1010.wav,Distress,informal,grounding,p311
1011,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1011.wav,Urgency,third_party,medical_issue,p298
1012,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1012.wav,Urgency,informal,collision,p336
1013,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1013.wav,Safety,third_party,fire_smoke,p228
1014,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1014.wav,Safety,third_party,collision,p351
1015,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1015.wav,Urgency,formal,medical_issue,p226
1016,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1016.wav,Safety,formal,steering_failure,p278
1017,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1017.wav,Distress,informal,radio_check,p248
1018,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1018.wav,Routine,informal,collision,p347
1019,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1019.wav,Safety,formal,grounding,p278
1020,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1020.wav,Urgency,informal,nav_hazard,p262
1021,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1021.wav,Distress,informal,medical_issue,p303
1022,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1022.wav,Safety,formal,nav_hazard,p303
1023,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1023.wav,Routine,third_party,collision,p313
1024,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1024.wav,Distress,third_party,grounding,p241
1025,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1025.wav,Distress,third_party,cargo_shift,p316
1026,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1026.wav,Routine,formal,cargo_shift,p307
1027,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1027.wav,Safety,formal,water_ingress,p302
1028,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1028.wav,Safety,informal,medical_issue,"ED
"
1029,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1029.wav,Urgency,formal,engine_failure,p276
1030,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1030.wav,Urgency,third_party,collision,p270
1031,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1031.wav,Distress,third_party,cargo_shift,p306
1032,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1032.wav,Distress,informal,engine_failure,p227
1033,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1033.wav,Urgency,third_party,nav_hazard,p287
1034,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1034.wav,Routine,formal,engine_failure,p293
1035,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1035.wav,Routine,informal,radio_check,p361
1036,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1036.wav,Safety,informal,engine_failure,p257
1037,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1037.wav,Routine,informal,cargo_shift,p259
1038,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1038.wav,Urgency,informal,cargo_shift,p333
1039,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1039.wav,Distress,informal,cargo_shift,p336
1040,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1040.wav,Routine,third_party,collision,p301
1041,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1041.wav,Routine,formal,steering_failure,p264
1042,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1042.wav,Urgency,informal,nav_hazard,p251
1043,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1043.wav,Safety,informal,grounding,p259
1044,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1044.wav,Routine,third_party,nav_hazard,p279
1045,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1045.wav,Urgency,formal,collision,p226
1046,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1046.wav,Urgency,informal,grounding,p275
1047,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1047.wav,Urgency,informal,medical_issue,p236
1048,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1048.wav,Urgency,informal,steering_failure,p293
1049,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1049.wav,Distress,informal,collision,p279
1050,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1050.wav,Distress,formal,steering_failure,p374
1051,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1051.wav,Distress,formal,collision,p228
1052,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1052.wav,Safety,formal,cargo_shift,p335
1053,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1053.wav,Safety,third_party,person_overboard,p335
1054,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1054.wav,Safety,formal,fire_smoke,p282
1055,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1055.wav,Distress,third_party,steering_failure,p241
1056,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1056.wav,Routine,formal,nav_hazard,p272
1057,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1057.wav,Routine,third_party,medical_issue,p248
1058,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1058.wav,Urgency,third_party,cargo_shift,p308
1059,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1059.wav,Routine,formal,cargo_shift,p347
1060,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1060.wav,Distress,formal,fire_smoke,p316
1061,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1061.wav,Distress,third_party,person_overboard,p238
1062,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1062.wav,Routine,third_party,radio_check,p294
1063,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1063.wav,Safety,third_party,radio_check,p304
1064,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1064.wav,Distress,third_party,fire_smoke,p276
1065,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1065.wav,Routine,informal,person_overboard,p360
1066,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1066.wav,Safety,informal,medical_issue,p263
1067,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1067.wav,Distress,informal,nav_hazard,p292
1068,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1068.wav,Distress,informal,nav_hazard,p341
1069,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1069.wav,Safety,third_party,cargo_shift,p263
1070,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1070.wav,Distress,formal,water_ingress,p275
1071,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1071.wav,Distress,formal,person_overboard,p341
1072,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1072.wav,Routine,third_party,grounding,p312
1073,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1073.wav,Routine,third_party,medical_issue,p255
1074,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1074.wav,Safety,informal,engine_failure,p308
1075,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1075.wav,Distress,third_party,steering_failure,p330
1076,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1076.wav,Safety,third_party,engine_failure,p276
1077,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1077.wav,Safety,formal,grounding,p288
1078,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1078.wav,Routine,third_party,radio_check,p341
1079,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1079.wav,Routine,third_party,fire_smoke,p277
1080,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1080.wav,Safety,formal,fire_smoke,p263
1081,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1081.wav,Routine,third_party,tow_request,p340
1082,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1082.wav,Safety,third_party,fire_smoke,p323
1083,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1083.wav,Distress,formal,fire_smoke,p308
1084,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1084.wav,Safety,third_party,grounding,p255
1085,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1085.wav,Urgency,formal,tow_request,p363
1086,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1086.wav,Urgency,formal,engine_failure,p276
1087,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1087.wav,Safety,formal,cargo_shift,p311
1088,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1088.wav,Distress,third_party,radio_check,p228
1089,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1089.wav,Distress,informal,nav_hazard,p254
1090,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1090.wav,Urgency,third_party,steering_failure,p227
1091,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1091.wav,Distress,third_party,tow_request,p233
1092,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1092.wav,Urgency,third_party,grounding,p281
1093,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1093.wav,Urgency,informal,cargo_shift,p241
1094,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1094.wav,Routine,informal,radio_check,p303
1095,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1095.wav,Distress,formal,medical_issue,p241
1096,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1096.wav,Routine,third_party,cargo_shift,p314
1097,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1097.wav,Distress,third_party,fire_smoke,p323
1098,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1098.wav,Safety,informal,fire_smoke,p298
1099,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1099.wav,Distress,informal,medical_issue,p259
1100,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1100.wav,Routine,third_party,cargo_shift,p229
1101,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1101.wav,Routine,informal,tow_request,p278
1102,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1102.wav,Safety,informal,collision,p294
1103,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1103.wav,Urgency,third_party,person_overboard,p306
1104,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1104.wav,Distress,formal,grounding,p364
1105,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1105.wav,Urgency,formal,grounding,p268
1106,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1106.wav,Urgency,formal,collision,p304
1107,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1107.wav,Urgency,informal,person_overboard,p248
1108,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1108.wav,Urgency,informal,water_ingress,p280
1109,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1109.wav,Routine,formal,person_overboard,p310
1110,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1110.wav,Urgency,informal,grounding,p336
1111,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1111.wav,Routine,informal,radio_check,p304
1112,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1112.wav,Safety,formal,person_overboard,p240
1113,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1113.wav,Distress,informal,nav_hazard,p231
1114,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1114.wav,Urgency,informal,radio_check,p227
1115,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1115.wav,Routine,formal,water_ingress,p361
1116,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1116.wav,Urgency,formal,person_overboard,p227
1117,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1117.wav,Safety,informal,tow_request,p281
1118,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1118.wav,Safety,informal,tow_request,p250
1119,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1119.wav,Distress,informal,steering_failure,p295
1120,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1120.wav,Distress,formal,cargo_shift,p339
1121,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1121.wav,Routine,third_party,person_overboard,p295
1122,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1122.wav,Urgency,third_party,tow_request,p252
1123,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1123.wav,Safety,formal,steering_failure,p334
1124,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1124.wav,Routine,third_party,person_overboard,p257
1125,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1125.wav,Urgency,third_party,radio_check,p275
1126,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1126.wav,Safety,third_party,steering_failure,p286
1127,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1127.wav,Distress,formal,fire_smoke,p276
1128,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1128.wav,Safety,informal,steering_failure,p244
1129,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1129.wav,Distress,informal,cargo_shift,p246
1130,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1130.wav,Routine,third_party,collision,p228
1131,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1131.wav,Distress,third_party,tow_request,p312
1132,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1132.wav,Urgency,formal,person_overboard,p333
1133,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1133.wav,Routine,formal,steering_failure,p267
1134,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1134.wav,Urgency,third_party,medical_issue,p286
1135,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1135.wav,Routine,formal,fire_smoke,p247
1136,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1136.wav,Urgency,formal,nav_hazard,p246
1137,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1137.wav,Distress,formal,cargo_shift,p299
1138,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1138.wav,Distress,formal,steering_failure,"ED
"
1139,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1139.wav,Routine,third_party,grounding,p228
1140,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1140.wav,Urgency,third_party,collision,p362
1141,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1141.wav,Distress,third_party,person_overboard,p236
1142,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1142.wav,Distress,informal,person_overboard,p329
1143,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1143.wav,Urgency,informal,radio_check,p271
1144,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1144.wav,Distress,third_party,radio_check,p259
1145,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1145.wav,Safety,formal,nav_hazard,p274
1146,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1146.wav,Distress,formal,steering_failure,p307
1147,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1147.wav,Urgency,third_party,grounding,p329
1148,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1148.wav,Routine,informal,person_overboard,p270
1149,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1149.wav,Routine,informal,radio_check,p252
1150,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1150.wav,Urgency,formal,water_ingress,p302
1151,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1151.wav,Distress,informal,radio_check,p251
1152,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1152.wav,Routine,informal,person_overboard,p272
1153,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1153.wav,Routine,formal,fire_smoke,p317
1154,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1154.wav,Routine,informal,cargo_shift,p281
1155,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1155.wav,Routine,informal,engine_failure,p335
1156,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1156.wav,Safety,formal,radio_check,p364
1157,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1157.wav,Urgency,informal,grounding,p288
1158,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1158.wav,Safety,formal,nav_hazard,p273
1159,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1159.wav,Safety,informal,steering_failure,p286
1160,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1160.wav,Safety,formal,medical_issue,p311
1161,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1161.wav,Urgency,third_party,radio_check,p251
1162,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1162.wav,Routine,third_party,tow_request,p261
1163,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1163.wav,Urgency,third_party,radio_check,"ED
"
1164,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1164.wav,Routine,third_party,cargo_shift,p231
1165,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1165.wav,Distress,informal,medical_issue,p343
1166,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1166.wav,Routine,third_party,nav_hazard,p277
1167,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1167.wav,Safety,informal,grounding,p308
1168,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1168.wav,Safety,third_party,steering_failure,p272
1169,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1169.wav,Routine,informal,grounding,p281
1170,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1170.wav,Routine,formal,fire_smoke,p317
1171,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1171.wav,Safety,third_party,water_ingress,p238
1172,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1172.wav,Urgency,informal,collision,p329
1173,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1173.wav,Distress,formal,collision,p253
1174,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1174.wav,Urgency,informal,engine_failure,p318
1175,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1175.wav,Routine,formal,person_overboard,p307
1176,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1176.wav,Routine,third_party,water_ingress,p323
1177,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1177.wav,Routine,formal,engine_failure,p225
1178,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1178.wav,Urgency,informal,radio_check,p376
1179,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1179.wav,Routine,formal,person_overboard,p251
1180,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1180.wav,Distress,formal,water_ingress,p238
1181,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1181.wav,Distress,informal,water_ingress,p284
1182,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1182.wav,Routine,third_party,grounding,p281
1183,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1183.wav,Safety,informal,medical_issue,p230
1184,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1184.wav,Routine,third_party,engine_failure,p226
1185,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1185.wav,Urgency,third_party,engine_failure,p248
1186,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1186.wav,Safety,formal,person_overboard,p364
1187,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1187.wav,Safety,third_party,engine_failure,p376
1188,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1188.wav,Urgency,third_party,fire_smoke,p243
1189,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1189.wav,Distress,third_party,collision,p263
1190,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1190.wav,Urgency,formal,radio_check,p343
1191,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1191.wav,Routine,informal,radio_check,p239
1192,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1192.wav,Urgency,third_party,engine_failure,p292
1193,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1193.wav,Safety,formal,water_ingress,p326
1194,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1194.wav,Urgency,third_party,engine_failure,p347
1195,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1195.wav,Distress,informal,cargo_shift,p253
1196,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1196.wav,Urgency,formal,collision,p303
1197,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1197.wav,Safety,informal,medical_issue,p264
1198,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1198.wav,Safety,third_party,fire_smoke,p282
1199,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1199.wav,Distress,informal,tow_request,p241
1200,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1200.wav,Distress,third_party,radio_check,p360
1201,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1201.wav,Routine,informal,grounding,p317
1202,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1202.wav,Safety,third_party,radio_check,p329
1203,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1203.wav,Distress,third_party,engine_failure,p269
1204,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1204.wav,Routine,formal,grounding,p250
1205,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1205.wav,Safety,third_party,engine_failure,p241
1206,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1206.wav,Routine,third_party,tow_request,p237
1207,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1207.wav,Safety,third_party,engine_failure,p314
1208,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1208.wav,Urgency,informal,fire_smoke,p250
1209,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/1209.wav,Safety,formal,medical_issue,p297
